10151475870412592_10052349	Kaylee Cox
10151443067760163_25374529	Whaaaaaaaaa????
10151443067760163_25374660	Haha boom
10151443067760163_25374984	ha awesome
10151443067760163_25375789	XD
10151443067760163_25375948	Stacey Melissa elloooo haha
10151443067760163_25378856	soo cute
10151443067760163_25379040	hahahahahahah
10151443067760163_25379126	YAY :D
10151443067760163_25397645	haaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
10151443067760163_25402370	yahoo
10151443067760163_25412554	Jimmy yoohoo!
10151443067760163_25421531	HEEEEL LEUK!! hahaha.
10151443067760163_25422203	Daryl Baars Daan Sydow Stèphanie Deborah Beek
10151443067760163_25450291	haha
10151443067760163_25456719	hahaha classy
10151443067760163_25458208	haha
10151443067760163_25526577	hahaha !
10151443067760163_25665979	Hwy Ie El haha
10151428948757592_9857692	El Macho xD POPO xD xD
10151428948757592_9857749	bhahahaha
10151428948757592_9858701	:O woah
10151428948757592_9858720	woww shark
10151428948757592_9861991	ahahha flying shark :)
10151428948757592_9877346	lol sharks
10151428948757592_9922637	Oh my god!
10151428948757592_9961563	uuuuuuuuuuuuuuuuuh no comment
10151443077910163_25363549	Cannnt waaaaaaaaaaaait.
10151443077910163_25363589	lolz yay :)
10151443077910163_25363681	Malavika Manwani Arshiyaa Taj Khan
10151443077910163_25363735	Rishabh Bhanot
10151443077910163_25363751	Yaay! Can't wait xD
10151443077910163_25363814	I wanna see.
10151443077910163_25363838	yay finally
10151443077910163_25363916	sooo.....exited
10151443077910163_25364036	Umar Nawaz Adeel Hassan
10151443077910163_25364096	YAAAAY!!!!
10151443077910163_25364135	minions are sooo cute maaan
10151443077910163_25364142	Hahahaa Haneen Chokeir shofi 2a5ir wa7id <3
10151443077910163_25364152	astagaa <3
10151443077910163_25364179	My Birthday!!
10151443077910163_25364221	How caaauuuuuteeeee!!! ^_^ ♥♥♥♥♥
10151443077910163_25364488	YAY!!!!!!!!!!!!!
10151443077910163_25364553	It's so fluffy I'm gonna diiiiiiiiiiiie! https://www.youtube.com/watch?v=seYtExyt-5I
10151443077910163_25364812	Hahahahahhaha cuuuute lol!!!!
10151443077910163_25364875	hahahahahahahhahahahahahaha
10151443077910163_25364994	Whaaaaaaaaaaaaaat?
10151443077910163_25365103	He's baaaaaaaaaaack!
10151443077910163_25365351	hahahamokah.....kakao......baba dom hahaha
10151443077910163_25365546	hahahahahahahahhhahahahah
10151443077910163_25365650	Awehhhhh yeahh!!!!
10151443077910163_25365663	Javier Zuniga: cocha!!!! Hahahaha
10151443077910163_25365882	Aleena Rahman :D
10151443077910163_25365887	haha
10151443077910163_25366347	hahaha
10151443077910163_25367116	lol yay
10151443077910163_25367224	Looooooooooooooooooooooool
10151443077910163_25367225	bananaaa
10151443077910163_25367362	YEY! ♡
10151443077910163_25367467	yay!
10151443077910163_25367743	Yay!!!
10151443077910163_25367846	hahahaha i like the girl :)
10151443077910163_25368547	hahahahahaha
10151443077910163_25368570	Yay!!!!
10151443077910163_25368868	Sooooo cute! Hahaha
10151443077910163_25368990	Oooo muaaaa goooosh I wana watch it !!!!!!!!!!!!!!!!
10151443077910163_25369667	On my birthday
10151443077910163_25370622	MJ Koo Awwwwwwww so cute!!!!!
10151443077910163_25370677	hahahahha... can't wait :v
10151443077910163_25370738	ah ok!!!!! Cx (; Alexis
10151443077910163_25371124	so funny ha ha ha
10151443077910163_25371613	Nii :D :D
10151443077910163_25371876	hahaha...bubblegum...!!! :P :D
10151443077910163_25372232	Haha
10151443077910163_25372476	ha ha ha........... <3
10151443077910163_25372492	aww BA BOY!!!!!
10151443077910163_25373036	Baaaaaaaaabe and this one !!! Lmao yeah I'm weirdo I know /.\  Angel
10151443077910163_25373597	2 days before my birthday! :)
10151443077910163_25373914	ooooohhhh!!! can't wait!!!!
10151443077910163_25376075	Shashank Shukla Andrew Adams
10151443077910163_25376514	Alma Sanchez ooooooooooooooooooooooooooooo lmaooooooooooooooo <3 <3 ;DDD
10151443077910163_25376532	ohh god lmaoo i cant wait :DDD
10151443077910163_25376536	lmaooooooooooo meeee too <3
10151443077910163_25377292	On my bday
10151443077910163_25379379	Aww
10151443077910163_25379586	Haha
10151443077910163_25379804	eh, rub-a-dub? eh, ha!
10151443077910163_25379898	my birthday!!!!!!!!!!!1
10151443077910163_25379927	im sooo excited
10151443077910163_25380311	Haha gunna b good!
10151443077910163_25381407	Jhay Cen
10151443077910163_25383326	Lmaox bum-ba-dum
10151443077910163_25385998	yay
10151443077910163_25386149	It´s on my b-day yayy!!!!
10151443077910163_25386436	hey jade your my b day twin :D
10151443077910163_25387409	hahahahahahahahaha! that was so funny i almost peed my pants lol
10151443077910163_25387603	XD
10151443077910163_25388488	Hoda Abuhijleh Nada Abuhijleh we have to watch this you guys
10151443077910163_25388835	ahhhhhh yea
10151443077910163_25389431	Hahahahaha
10151443077910163_25389560	hahahahahahahaha soooo funny
10151443077910163_25389608	haha cute
10151443077910163_25389633	haha
10151443077910163_25389736	u know u want too!
10151443077910163_25391328	hahahaahahaha
10151443077910163_25391401	Sayami Rumi no doubt !!!:)
10151443077910163_25416524	hahaha thats so funny
10151443077910163_25421419	OMG YAY1!!! :D
10151443077910163_25438174	Haha
10151443077910163_25450286	haha
10151443077910163_25470505	good
10151443077910163_25538684	sooooooooo cute
10151443077910163_25572993	soooooo cute
10151429000812592_9852565	hahahahaha
10151429000812592_9852615	Hahhaahah lmao
10151429000812592_9852637	LMAOOoooo....LoL
10151429000812592_9852702	Haha
10151429000812592_9852752	OH MY GOD... xD
10151429000812592_9852930	AWESOME!! :)
10151429000812592_9852934	hahaha..
10151429000812592_9853088	haha
10151429000812592_9853232	www.blogtalkradio.com/lgbtqtalk
10151429000812592_9853274	He uuuuglyy
10151429000812592_9853358	Abhinav Nitnaware haaahaha truly
10151429000812592_9853375	Maddie Shanahan HAHAHAHAHAHAHA
10151429000812592_9853651	O.o :D!wiiiiiiiiiiiiiiiiiiiiiiiiiiii!es gruuuuu
10151429000812592_9853668	Sharmeen Shaikh
10151429000812592_9853806	kwkwkwkwkwk
10151429000812592_9854676	Noway
10151429000812592_9855060	woah !
10151429000812592_9855449	Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha!!!!!!!!!!!!!!!!
10151429000812592_9857174	Hahahah a
10151429000812592_9859366	too funy
10151429000812592_9865970	Elma Lee dead hahahahaha
10151429000812592_9887333	Sarah Bella, hahaha
10151429000812592_9899322	made my day!
10151428813287592_9851439	Wooooo!!!!
10151428813287592_9851602	hhhhhhaaaa Kuh Kuh
10151428813287592_9851679	hhhaaa !!!
10151428813287592_9851915	hahaha papoy hahahaha... butt hahahaha
10151428813287592_9852340	YAY!!!
10151428813287592_9854919	noooooooooooooooooooooooooooooooooooo not 2 million i want 5 million
10151428304222592_9848357	Hahaha. Funny
10151428304222592_9848415	Tttoo Tttooo Ttooo Ttooo....
10151428304222592_9848444	assemble the minions.Heeey hey...atha kalani wadaa rukku big boss!
10151428304222592_9848477	SO ADORABLE!
10151428304222592_9848614	Awwwww =]
10151428304222592_9849045	Samantha Rae hahahahahhaha
10151428304222592_9849263	ooooo...!!!!
10151428304222592_9849605	Kyra Marsh
10151428304222592_9849749	qla qlo qla qlo
10151428304222592_9849925	hahahaa
10151428304222592_9850241	Sumaiyah Bashir, thats you lol
10151428304222592_9851129	awwwwwww
10151428304222592_9851515	haha :D
10151428304222592_9851617	Awwwe
10151428304222592_9853215	yay
10151428304222592_9864071	hahahahahaha
10151428304222592_9869647	yah
10151428304222592_9897329	Asha Kiran :D
10151428304222592_9930698	soooo cute
10151428304222592_9937746	soooo cute
10151428304222592_9944006	ooow!!my God :P
10151428304222592_10015416	Awwww :D
10151428304222592_10025439	haaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa so funny
10151427306717592_9843575	Day = Made
10151427306717592_9843578	hahaha
10151427306717592_9843582	haha. Nice! :)
10151427306717592_9843612	xDDD
10151427306717592_9843647	Rameh :o omg cheghad shabish shode inja:))
10151427306717592_9843658	hahaaaaaaaaaaaaaaa coooooooollll, BEWARE ELLEN, HE MIGHT SCARE YOU!!
10151427306717592_9843732	Haha
10151427306717592_9843743	Lindsay Djuhadi
10151427306717592_9843745	Lmfao...too funny
10151427306717592_9843869	ahahha
10151427306717592_9843922	Oh yayy!!! <3
10151427306717592_9844138	hahahaha this!
10151427306717592_9844238	Micayla, STEVE CARELL, WHY YOU SO AWESOME?!?!?!
10151427306717592_9844265	OMG hahahaha
10151427306717592_9844386	Isabella Swaak
10151427306717592_9844395	Hahahah rotflol
10151427306717592_9844416	Haha
10151427306717592_9844457	WOOT haha
10151427306717592_9844465	haha
10151427306717592_9844535	lol wut
10151427306717592_9844729	Hahahahahahh
10151427306717592_9844834	Gay!!
10151427306717592_9845361	bahaha gotta love him, Carolina Ojeda
10151427306717592_9845555	woooow
10151427306717592_9845663	:xXxXxXxX
10151427306717592_9845730	Na'em Haddad !!!!!!!
10151427306717592_9845902	aawwww :')
10151427306717592_9846031	Rashid Mehmood
10151427306717592_9846110	So cool
10151427306717592_9846336	lmaooo !!! gru haha
10151427306717592_9846389	No way!!!! I just want to imagine you Gru!!!! kikiki :P
10151427306717592_9846528	Carmen Tpy hahahhahahahahah!!
10151427306717592_9846702	Radhika Gidwani
10151427306717592_9846910	hahahah love him
10151427306717592_9847023	Parisa: bebin cheghaaaadr shabiheshe!!!!:))
10151427306717592_9847040	Alex Slay
10151427306717592_9847110	whoaaa HAHAHHHAA
10151427306717592_9847143	hahaha gru
10151427306717592_9847267	Siman Chan Arlene Lan Elvina Sylvianti hahahahahhahahahahhahahahahahahahahaha lmfao
10151427306717592_9847292	i love you gru! hahaha :)
10151427306717592_9847294	Haha
10151427306717592_9847333	OMG "FOUND MY HALLOWEEN COSTUME" LOL xxx
10151427306717592_9847514	Haha!
10151427306717592_9847571	I'm dyin! lol!
10151427306717592_9847589	William Cao haha xD
10151427306717592_9847619	aahhahahahahhaa
10151427306717592_9847635	sos, GRU !! i LOVE you hahahahah
10151427306717592_9847992	LMAO! xD!
10151427306717592_9848413	hhahhaa.
10151427306717592_9848593	AWESOME!!!!!!!!!!!!!!!
10151427306717592_9848731	yay lmao
10151427306717592_9848977	Sara man ino miiiiiikhaaaaammm:)))))
10151427306717592_9849114	Yay!!
10151427306717592_9849153	hahahahahahahahaha, wish the minions were there too
10151427306717592_9849155	not coooooooooooool!
10151427306717592_9849752	no way!lol
10151427306717592_9849924	lmbo hahaha
10151427306717592_9849983	OMGG LOOOL xD
10151427306717592_9850556	hahahahahahahahahahaha
10151427306717592_9850616	hahahahahaha, LOVE!!!
10151427306717592_9850634	YAY!!!
10151427306717592_9851236	bahahahahahaha!!!!
10151427306717592_9852207	i just saw you...him today
10151427306717592_9854801	Yanyan Fajardo hahaha
10151427306717592_9856416	Hahahahahaha
10151427306717592_9872028	wow.............lol
10151427306717592_9963291	hahahaha lol
10151427306717592_10000927	ugly
10200472102578255_5421479	aaaaaa very funny:D
10200472102578255_5421503	Sarah Kayla Green Leah Green bido bido bido
10200472102578255_5421507	bee-do bee-do :3
10200472102578255_5421517	eeeek! XD XD
10200472102578255_5421522	Bee do bee do bee do lol :)) can't wait
10200472102578255_5421524	bee do bee do bee do >.<
10200472102578255_5421563	Naysayers will naysay.  I say wait and see.
10200472102578255_5421602	MaJo Sarmiento 󾌴󾌴󾌴 ❤ ya! Bee do bee do!! Haha
10200472102578255_5421626	hahahah ! Mawriiee Charron
10200472102578255_5421630	Bi-do,bi-do,bi-do,bi-do,bi-do!!  Hahaha
10200472102578255_5421631	Beedo beedo beedo!! Omgeeee!
10200472102578255_5421649	Ayesha ji :D
10200472102578255_5421653	beeeeee do beeee do :D hahah ..
10200472102578255_5421739	Wael Taha Mohammad Abd Al Aziz
10200472102578255_5421750	bee do bee do bee do bee do
10200472102578255_5421772	sooooooooooooooo excited.
10200472102578255_5421776	Yaaay yaaaay :))))))
10200472102578255_5421800	Bahahaha yay!!!!!
10200472102578255_5421807	beedo beedo beedo
10200472102578255_5421848	"beeedo! beeeedo! beeeedo!" LOL this part cracks me up sooo much! hahahahaha xD
10200472102578255_5421876	hhhhhhhhhhhhhhhhhhhhhhhhh beeeeee dooo beeee dooooo
10200472102578255_5422005	La quierooo ver yaaaaaaa
10200472102578255_5422095	bee do bee do bee doo :D hahahahaha
10200472102578255_5422112	Hahahahahahahahahahaha best trailer!
10200472102578255_5422181	Hahahhahaa i cant wait :)
10200472102578255_5422186	dido dido hahahaha !!!
10200472102578255_5422245	Yay can't wait
10200472102578255_5422438	Beedo beedo beedo!!
10200472102578255_5422463	XD
10200472102578255_5422489	cant wait ba boy ba boy oh ba boy
10200472102578255_5422495	Maryam Khorshidi
10200472102578255_5422537	bi do bi do bi do bi do :D
10200472102578255_5422582	Shelby Hardaway
10200472102578255_5422583	Beedo Beedo Beedo Beedo.
10200472102578255_5422596	Ok New Jersey it is yaaaay!
10200472102578255_5422638	Can't WAit!!!!!!!!gruuuuuuuuuuu
10200472102578255_5422694	Beedoo beedoo beedoo hahaha
10200472102578255_5422722	hahaha bee do bee do
10200472102578255_5422760	i wanna see it
10200472102578255_5422762	ha gru!
10200472102578255_5422826	It's sooooooooooooooooooooo Cute!!!!!!!!!!!!!!!
10200472102578255_5422941	No way!!!!!!!
10200472102578255_5423016	Saad Aleem
10200472102578255_5423027	Hooray!
10200472102578255_5423066	yey!!!
10200472102578255_5423120	haha so funny
10200472102578255_5423162	Bee do beee doo!!! Armida Carranza
10200472102578255_5423261	so epic haha (Y)
10200472102578255_5423273	"Bottom"hahahaha
10200472102578255_5423290	YAY!
10200472102578255_5423327	Mi dow mi dow mi dow mi dow
10200472102578255_5423398	my b day!
10200472102578255_5423408	Max Paradiso
10200472102578255_5423409	bee do. bee do. bee do.LOL
10200472102578255_5423432	Kaakaa
10200472102578255_5423486	Atiqah Syamimi ;)
10200472102578255_5423492	BEE DO BEE DO BEE DO
10200472102578255_5423509	soo cant wait
10200472102578255_5423527	haha cool!
10200472102578255_5423555	bedo bedo bedo!! jaahaha
10200472102578255_5423642	ahahah! can't wait!! <3
10200472102578255_5423653	ORALES!!! HAY KE IR A VERLA JiJiJi...!!!
10200472102578255_5423710	Bee do bee do bee do lol
10200472102578255_5423859	hahahhaha...
10200472102578255_5423898	Woooow,,,grt
10200472102578255_5424034	I'M sooooooo EXCITED!!!
10200472102578255_5424112	i cant so long gruuuuuuuuuuu.........
10200472102578255_5424206	haha :))
10200472102578255_5424243	mino mino ahahahahahah xD
10200472102578255_5424344	Alina Badilla
10200472102578255_5424422	Bababa...babanana... hahaha
10200472102578255_5424436	Awwwwww
10200472102578255_5424576	bee...doo...bee...doo :)
10200472102578255_5424592	bee..doo..bee..doo HAHA xD
10200472102578255_5424615	Woo Hoo - Can't Wait!!
10200472102578255_5424621	im so excited haha
10200472102578255_5424665	Mohammad Salim Iqbal
10200472102578255_5424732	ha ha funny ......
10200472102578255_5424804	Janice Ganatra hahhaha :D
10200472102578255_5424855	Hafiz M Aftab Aslam tayar ho ja
10200472102578255_5424974	Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo
10200472102578255_5425064	haha ☺
10200472102578255_5425077	ha ha ha
10200472102578255_5425642	beedoo beedoo beedoo
10200472102578255_5425977	Biiidooom biiidooom biiidommm
10200472102578255_5426375	deeeeeeee doooooo deeee doooooo)))))) (y)
10200472102578255_5426476	Not too far from me hahahahahahaha
10200472102578255_5426597	I have bad bad day
10200472102578255_5427015	bidoooo bidoooo =)))))))))
10200472102578255_5427225	bee doo beeee dooooo :D
10200472102578255_5428788	biidoobiidoobiidoo~~
10200472102578255_5429085	hahahahahaha beeedo beedo
10200472102578255_5430148	bee-doe bee-doe bee-doe haha lolz
10200472102578255_5433106	bedo bedo.....hahahhaah
10200472102578255_5433131	BEE DO BEE DO !
10200472102578255_5434248	Vegetable May Xiin 嘉欣 Jason Tay Soo Qi Law
10200472102578255_5435454	BEE DO BEE DO!!!!!!!!!!!!!!!!!!!!
10200472102578255_5437339	Beedo Beedo Beedo Beedo
10200472102578255_5438819	hahahaha lmao its gunna be funny
10200472102578255_5439579	Bee-do, bee-do, bee-do, bee-do!
10200472102578255_5440958	Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo Bee-Doo
