419551477591_2817332	this is literature?
419551477591_2825058	loved the movie 
419551477591_2825082	its so fluffy!!!!!!!!!!!!!!!!!
419551477591_2825089	it is sooooo fluffy im going to die...........
419551477591_2825116	ITS SO FLUFFY
419551477591_2825120	it's so fluffy!!!!
419551477591_2825126	ITS SOOOOOOO FLUFFY
419551477591_2825129	"It's so fluffy im gonna die!"
419551477591_2825166	does this countt as annoying ITSSS SOO FLUFFYY!!!!!!!!
419551477591_2825176	when gru wins her the huge unicorn and she holds it out in front of her and shakes it "ITS SO FLUFFY!!!!!"
419551477591_2825177	"It's so fluffy I'm gonna die!"
419551477591_2825183	"IT'S SO FLUFFY!"
419551477591_2825185	my fav scene is when he sticks his nose in the unicorns head funnnnyyy
419551477591_2825234	ALL OF THEM! SHE'S TOO DAMN CUTE! =)
419551477591_2825244	IT'S SO FLUFFY!  lol best ever
419551477591_2825246	I love the scence were agnes wants a toy 
419551477591_2825265	I luv dis movie....buyn dvd wen ihd come out
419551477591_2825281	Its soo fluffyyyyy!!!
419551477591_2825283	I have 2-- the one where she puts her hands on her cheeks to make the "annoying sound" & the one with the Caterpillar Cheeto :o)  They remind me of my daughter
419551477591_2825293	look at the fluffy unicorn its so fluffy im going to die! does this count as anoyning!
419551477591_2825300	Its so Fluffy Im gonna DIE!!!!!
419551477591_2825305	It's So Fluffy...lol
419551477591_2825315	The Unicorn Song!!! hahaha
419551477591_2825327	luved this movie
419551477591_2825338	its so fluffy i am gonna Die!! 
419551477591_2825349	ITS SO FLUFFY!!!
419551477591_2825362	Does this count as annoying and IT'S SO FLUFFY
419551477591_2825408	it's SOOOOOO fluffy!! what a great movie!
419551477591_2825435	ITSSS SOOOOO FLUFFAYYYYYYYYYYYYYYYYYYYY!!!!!!!!!!!!
419551477591_2825446	"It's so fluffy!" 
419551477591_2825448	It's so fluffy I'm gonna die!
419551477591_2825453	its so fluffy
419551477591_2825458	Does this count as annoying???         and......     ITS SO FLUFFY IM GONNA DIE!!!   =D  <3
419551477591_2825461	I love the minions!!It's so fluffy I'm gonna dieHe's nice but scary like Santa 
419551477591_2825473	wen she says ITS SOO FLUFFY!!!! i love that! its my ringtone! and wen she holds her breath when her unicorn disecnagrates or however u spell it! lol 
419551477591_2825475	He's so Fluffy
419551477591_2825478	its so fluffy im gona die!does this count as annoying?!?!?
419551477591_2825485	ITS SO FLUFFY!!!!!!!!!!
419551477591_2825491	The Catipillar Cheto moment was hilarious!
419551477591_2825497	"Does this count as Annoying?" 
419551477591_2825502	Let's go blow up another stand!!!! God I want that little girl to be my sister!!!!!!!
419551477591_2825506	does this count as anoinnying  and its so fluffy
419551477591_2825508	my favorite is when shes like.....ITS SO FLUFFY!!
419551477591_2825510	I love all of her scenes
419551477591_2825531	i lov this movie!!
419551477591_2825533	its so Fluffy!!!!!
419551477591_2825554	The caterpillar Cheeto was my favorite part, aside from the ones that were in the previews :)I have "It's so fluffy!" as my text ringtone :D
419551477591_2825558	its so fluffy i think im gonna die!! XD i <3 that part
419551477591_2825578	ANGNES IS SO CUTE!!!!!
419551477591_2825594	"It's so fluffy". and the unicorn song.
419551477591_2825612	"JUST ONE MORE I ACCIDENTALLY CLOSED MY EYES" AND ALL OF THEM AGNES IS CUTE
419551477591_2825620	i love when she says "it's so fluffy i'm gonna die!!"....she just couldn't take all that fluffiness!!!
419551477591_2825631	her unicorn song!!! :)
419551477591_2825633	Its gotta be the "Fluffy Unicorn" segment!! I have that as my ringtone on my phone!!
419551477591_2825641	its so fluffy!
419551477591_2825646	Its So Fluffy!! Its so funny
419551477591_2825655	Does this count as annoying and its so fluffy
419551477591_2825664	ah-o someones gt a frowny face! BOOM!
419551477591_2825688	the unicorn song :)
419551477591_2825691	It's so fluffy hands down
419551477591_2825698	My 3 daugther are just like the 3 girls of the Despicable me movie. Especially my little Allison... she look like Agnes. She is soooo cute...  
419551477591_2825711	cool!!
419551477591_2825719	itsoo fluffy!!!!!!!!!!!
419551477591_2825721	this is a great movie..cute..funny..touches your heart,,must go see if you have not yet!!!  go now!!!
419551477591_2825723	ITS SOOOOOOOOO FLUFFFFFYYYYYY!!!!!!!!!!!!!!!!!!!!!!!!!!!!
419551477591_2825725	ITS SOOOOOOO FLUFFY
419551477591_2825726	"Does this count as annoying?" *Flop,flop,flop,flop*
419551477591_2825738	i luved this movie.. hard to say which is my fav scene ... one was caterpillar cheetos, then "What??" by minions..; does that count as annying... n the last one.. the unicorn bed time story...
419551477591_2825749	The part where she asks Gru that if the patting her cheeks were annoying or not.
419551477591_2825756	when she gets the unicorn
419551477591_2825757	its soo flufy lol
419551477591_2825770	its so fluffy!
419551477591_2825807	ITS SO FLUFFY
419551477591_2825835	its so fluffy!!! im GONNA DIE!!!!!
419551477591_2825848	Does this count as annoying?
419551477591_2825851	"ITS SOOO FUFFY, IM GONNA DIE!"
419551477591_2825854	does this count as annoying?? and ITS SOOO FLUFFY.... IM GONNA DIE!!
419551477591_2825883	It's so FLUFFY!!!
419551477591_2825907	I love all of her scenes!!! She is adorable!!!
419551477591_2825913	"Does this count as annoying?" *puckles cheeks*
419551477591_2825930	All of them were great, but I liked when she was eating the candy from the dog dish lol and was like "huh?" haha didnt care at all.
419551477591_2825946	its so FLUFFY!!!
419551477591_2825960	IT IS SOOO FLUFFY!!/ does this count as annoying?
419551477591_2826047	when she finds the cheeto under her bed "Awww, my caterpillar never turned into a butterfly." "Thats a cheeto." "Oh" then she eats. I wonder how long that cheeto  was under her bed? 
419551477591_2826054	"It's sooo fluffayy" My favorite :) 
419551477591_2826087	It's so FLUFFY!!
419551477591_2826140	ITS SO FLUFFY IM GONNA DIE
419551477591_2826148	"It's so fluffy I'm gonna die!"
419551477591_2826177	ITS SOOO FUZZZZY!!!!
419551477591_2826185	the one were he punches the shark"you punched my shark"
419551477591_2826206	ITS SO FLUFFY I'M GONNA DIE!/Does this count as annoying? *Pats cheeks!
419551477591_2826244	oh i luved when Agnes got her unicorn at the carnival thing.... ITS SO FLUFFY!!
419551477591_2826257	ITS SO FLUFFY!!!
419551477591_2826286	my favorite agnes scene is when she gets the unicorn; gru won her @ the theme park and says: "IT'S SO FLUFFY!!!"  LOL gets me everytime.
419551477591_2826297	its so FLUFFY!!!!!!!
419551477591_2826377	"ITS SO FLUFFY"
419551477591_2826435	my son likes the scene when the guy gets wet by the toilet and so my son runs around saying "curse you tiny toilet" all the time...lol
419551477591_2826451	i like that movie
419551477591_2826473	Unicorn Scene1!!!!!!
419551477591_2826482	when they were at the carnival and getting the unicorn 
419551477591_2826490	"Its so fluffy i could die".
419551477591_2826494	ITSSSS SOOOOO FLUFFFYYY!!
419551477591_2826528	best movie EVER!!!its so fluffy im ganna die!!!<3
419551477591_2826580	ITS SO FLUFFY
419551477591_2826637	It's so fluffy! I could die!
419551477591_2826641	IT'S 4 CHILDREN!!!!
419551477591_2826708	oh my god 
419551477591_2826873	its so fluffy!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
419551477591_2826896	All of them! But "It's So Fluffy!"  is a common giggled screech in our house!  It's a great tension breaker, too!
419551477591_2826931	its so fluffy
419551477591_2826944	havent seen the movie but i already know... "ITS SOOO FULFFFFY
419551477591_2826962	when she sings the unicorn song before going to bed :P
419551477591_2826995	Most of the scenes with the littlest one . =)
419551477591_2827048	its so fluffy and does this count as annoying but those r just my favs i like all of them!
419551477591_2827119	gotta be "It's so FLUFFY!"
419551477591_2827127	IT'S SO FLUFFY I'M GONNA DIE!
419551477591_2827222	"Let's go destroy another game!"
419551477591_2827229	When she says Its soo FLuffy
419551477591_2827267	It's so fluffy!
419551477591_2827268	when she was thinking that the new house they were living in was going to be made out of gummy bears
419551477591_2827290	DON'T READ THIS. YOU WILL BE KISSED ON THE NEAREST POSSIBLE FRIDAY BYTHE LOVE OF YOUR LIFE.TOMORROW WILL BE THE BEST DAY OF YOUR LIFE. NOWYOU'VE STARTED READING THIS. DON'T STOP. THIS IS SO FREAKY.1. say your name ten times.... See More2. s.........ay your mom's name five times. ... See More... See More... See More... See More... See More... See More... See More... See More... See More... See More... See more... See more... See More... See More... See More... Näytä lisää... See More... See More... See More... See More... See More... See More... See More... See More... See More... See More... See More... See More... See More... See More... See More... See More... See More... See More... See More... See More... See More... See more... See More... See more... See more... See more... See More... See More... See More... See More... See More... See More... See More... See More... See more... See More... See More... See More... See More... See More... See More... See more... See More... See More... See More... See more... See More... See more... See More... See More... See more... See more... See More... See more... See More... See More... See More3. say your crushes three times4. paste this to four other groups.If you do this, your crush will kiss you on the nearest Friday.But if you read this and do not paste this, then youwill have very bad luck.SEND THIS TO 5 GROUPS IN 143 MINUTES. WHENYOU'RE DONE PRESS F6 AND YOUR CRUSH'S NAME WILL APPEAR IN BIG LETTERSON THE SCREEN. THIS IS SO FREAKY BECAUSE IT ACTUALLY WORKS
419551477591_2827300	so cute love that movieeeeeeeeeeee it was awsome everyone go wacth it 
419551477591_2827377	"It's so fluffy!!!"
419551477591_2827434	IT'S SO FLUFFY!!!
419551477591_2827468	When they've trashed the house with the minions and blame the lil guy -- he goes WHAAAAA??? I thought I was gonna pee my pants!
419551477591_2827512	Of course, the bedtime Unicorn song!!
419551477591_2827636	"Unicorns i love them unicorns i love them. if they were real id pet them, AND THEY ARE =)"
419551477591_2827664	"Its so fluffy"
419551477591_2827679	It's so fluffy I'm gonna die!!!
419551477591_2827761	I LOVE DIZ MOVIE!! ITS SOO FLUFFY!
419551477591_2827839	ITS SO FLUFFY!
419551477591_2827859	"IT'S SO FLUFFY!!!!!!!!!!!!!!!!!!"
419551477591_2827879	Yep! ITS SOOO FLUFFYYY..........
419551477591_2827897	Oh this is garbage, you actually like this stuff!!!!!!!!!Who's Debbie!!!!!!!!!!!!!!!!!!Knocked over!!!!!!!!!!!!!!!!!!!!!!!!!!!I said Cookie robots, oh ahh wwwwhy are you so old!!!!!!!!!!!!!!!!Don't let the bed bugs bite, cuz there's literally thousands of them, and don't look in the closet!!!!!!!!!!!!!!!!!!!!!!!!!!ok, here's the deal....lio, everysince my wife died, Debbie, it's been like a tooth with a cavity that can only be filled with children!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!funny stuff.
419551477591_2827930	can i hold your hand??? no!!!!
419551477591_2828454	The unicorn scene"it's so fluffy I'm gonna die!"
419551477591_2828818	ITS SSSSSSSSSOOOOOOOOOOOO   FFFFFFLLLLLLLLLUUUUUUUUUUUFFFFFYYYYYY IIIIIMMMMMM GGOOOOOOONNNNAAAAA DDDDDDIIIIIIIIIIIEEEEEEEEEEE
419551477591_2829046	"ITS SO FLUFY IM GONNA DIE!!!!!!!"
419551477591_2829100	No annoying sounds.Does this count as annoying? *tap on cheeks*
419551477591_2829125	It's so FLUFFFAAAAYY!!
419551477591_2829323	This was a great movie..go see it my me and my grand-dauther Loved it..
419551477591_2829472	ITS SO FLUFFFAAAAYYYYY
419551477591_2829502	He's so fluffffyyyyyy
419551477591_2829544	Where she says the new story is gonna be the best ever.
419551477591_2829560	Great movie.
419551477591_2829577	ITS SO FLUFFY!
419551477591_2829611	EVERY THING I SAW IT IN 3D IT WAS SSSSSSOOOOOOOOOOOOOOOOOOOOOO CUTE
419551477591_2829639	the ITS SO FLUFFY part! I loved that part! She is so cute!
419551477591_2829780	i dont know i havent seen the show
419551477591_2829799	I like when they go to bed and they are like  ( He is nice but scary find of like Santa)
419551477591_2829823	when the girls dye his sute pink
419551477591_2829997	its so FLUFAYY!!!
419551477591_2830119	IT'S SO FLUFFFFFFY I'M GONNA DIEEEE!
419551477591_2830192	Anges is so cute
419551477591_2830233	tiny tollet
419551477591_2830258	the unicorn bedtime singsong and of course "it's so fluffy I'm gonna die!" :)  She is so darn adorable!!
419551477591_2830285	"does this count as annoying *slaps cheeks while clicking tongue*" 
419551477591_2830299	does this count as annoying? *flaps cheeks* 
419551477591_2830310	does this count as annoying...its so fluffy...make them drink the milk
419551477591_2830349	omg i used that as my profile pic. it was soo cute. I love that part and the fluffy part :) :)
419551477591_2830358	that girl is sow cute
419551477591_2830375	ITS SOOOO FLUFFFAY!!! And Does this count as annoying??
419551477591_2830395	aww when she saidd :is this annoyiin pla pla pl" aww soo cutte :)
419551477591_2830404	Does this count as annoying and it's so FLUFFY
419551477591_2830431	It's so fluffly I'm gonna die!!!! ^_^
419551477591_2830456	i like the part where she says "does this count as annoying?" and the part where they are at the amusement park and she says "its so fluffy im gonna die" lol this movie was so funny
419551477591_2830468	The unicorn song. :)
419551477591_2830494	I hope their house is made of gummie bears!
419551477591_2830503	Its Soo Fluffyy Imm Gonna Diee! Its Soo Fluffayy! && Does This Count As Annoying?! *Plop Plop Plop*
419551477591_2830522	does this could as annoyingits so fluffy!!!!omg its so flufffy i think i might dieeok bye recordingwhy are you wereing pajamas??are you warming up to go to sleeep??
419551477591_2830563	now make them drink the milk :) <3ITS SO FLUFFY!!!!!!!!!!!!!Lets go destroy another game!Pinky Promise? Yes my pinky promises.
419551477591_2830575	the unicorn bedtime song. and when she say bye to the recorded message. shes my fav. <3
419551477591_2830583	oh and "its so fluffy!" is a new rave thing.
419551477591_2830611	oooo my caterpillar never turned into a butterfly..um agnes thats not a caterpiller. thats a cheeto..OOOO..ok *eats it*   Favorite of all time! 
419551477591_2830621	IT'S SO FLUFFYYYYYY!
419551477591_2830624	anyone else think she looks like boo from monsters inc?
419551477591_2830628	Great movie!!
